"","U01","cohort","dames","sires","labanimalid","accessid","sex","rfid","dob","dow","shipmentdate","litternumber","littersize","coatcolor","earpunch","rack","shipmentbox","shipmentage","weanage","comment","resolution"
"362","Jhou","04","72667_2","72527_1","TJ154","73420_3","F","933000320046290",2018-09-09,2018-10-01,2018-10-09 00:00:00,7,7,"BROWN","LB","D-H4","4",30,22,NA,NA
"363","Jhou","04","72667_2","72527_1","TJ155","73420_4","F","933000320046300",2018-09-09,2018-10-01,2018-10-09 00:00:00,7,7,"BROWN HOOD","RM","D-H4","4",30,22,NA,NA
"364","Jhou","04","72531_1","72543_5","TJ156","73426_1","M","933000320046297",2018-09-10,2018-10-01,2018-10-09 00:00:00,9,11,"BLACK","LM","D-H5","3",29,21,NA,NA
"365","Jhou","04","72531_1","72543_5","TJ157","73426_2","M","933000320046295",2018-09-10,2018-10-01,2018-10-09 00:00:00,9,11,"BROWN","RT","D-H5","3",29,21,NA,NA
"366","Jhou","04","72531_1","72543_5","TJ158","73426_3","F","933000320046280",2018-09-10,2018-10-01,2018-10-09 00:00:00,9,11,"ALBINO","LB","D-H6","4",29,21,NA,NA
"367","Jhou","04","72531_1","72543_5","TJ159","73426_4","F","933000320046283",2018-09-10,2018-10-01,2018-10-09 00:00:00,9,11,"BLACK","RC","D-H6","4",29,21,NA,NA
"368","Jhou","04","72805_2","72777_1","TJ160","73427_1","M","933000320046281",2018-09-10,2018-10-01,2018-10-09 00:00:00,3,6,"ALBINO","RT","D-H7","5",29,21,NA,NA
"369","Jhou","04","72530_2","72540_5","TJ161","73432_1","M","933000320046286",2018-09-12,2018-10-03,2018-10-09 00:00:00,10,11,"BLACK HOOD","RT","D-I1","5",27,21,NA,NA
"370","Jhou","04","72530_2","72540_5","TJ162","73432_2","M","933000320046287",2018-09-12,2018-10-03,2018-10-09 00:00:00,10,11,"BROWN","LM","D-I1","5",27,21,NA,NA
"371","Jhou","04","72530_2","72540_5","TJ163","73432_3","F","933000320046279",2018-09-12,2018-10-03,2018-10-09 00:00:00,10,11,"BROWN","LC","D-I2","6",27,21,NA,NA
"372","Jhou","04","72530_2","72540_5","TJ164","73432_4","F","933000320046285",2018-09-12,2018-10-03,2018-10-09 00:00:00,10,11,"BROWN HOOD","LTRT","D-I2","6",27,21,NA,NA
"373","Jhou","04","72783_2","72907_1","TJ165","73434_1","M","933000320046296",2018-09-12,2018-10-03,2018-10-09 00:00:00,3,10,"BROWN HOOD","LM","D-H7","5",27,21,NA,NA
"374","Jhou","04","72688_2","72530_1","TJ166","73431_1","F","933000320046277",2018-09-12,2018-10-03,2018-10-09 00:00:00,6,5,"BLACK HOOD","LB","D-I3","6",27,21,NA,NA
"375","Jhou","04","72688_2","72530_1","TJ167","73431_2","F","933000320046278",2018-09-12,2018-10-03,2018-10-09 00:00:00,6,5,"BROWN","RT","D-I3","6",27,21,NA,NA
"376","Jhou","04","72783_2","72907_1","TJ168","73434_2","F","933000320046293",2018-09-12,2018-10-03,2018-10-09 00:00:00,3,10,"ALBINO","RB","D-H2","4",27,21,NA,NA
"377","Jhou","05","72526_2","72663_1","TJ169","73563_1","M","933000320045638",2018-10-22,2018-11-12,2018-11-27 00:00:00,9,5,"BROWN HOOD","LT","D-F1","1",36,21,NA,NA
"378","Jhou","05","72526_2","72663_1","TJ170","73563_2","M","933000320045645",2018-10-22,2018-11-12,2018-11-27 00:00:00,9,5,"BROWN HOOD","RB","D-F1","1",36,21,NA,NA
"379","Jhou","05","72526_2","72663_1","TJ171","73563_3","F","933000320045650",2018-10-22,2018-11-12,2018-11-27 00:00:00,9,5,"BROWN HOOD","LM","D-F2","2",36,21,NA,NA
"380","Jhou","05","72526_2","72663_1","TJ172","73563_4","F","933000320045648",2018-10-22,2018-11-12,2018-11-27 00:00:00,9,5,"BROWN HOOD","RT","D-F2","2",36,21,NA,NA
"381","Jhou","05","72535_2","72526_1","TJ173","73562_1","M","933000320045633",2018-10-22,2018-11-12,2018-11-27 00:00:00,8,7,"BLACK","LT","D-F3","1",36,21,NA,NA
"382","Jhou","05","72535_2","72526_1","TJ174","73562_2","M","933000320045629",2018-10-22,2018-11-12,2018-11-27 00:00:00,8,7,"BROWN","RM","D-F3","1",36,21,NA,NA
"383","Jhou","05","72535_2","72526_1","TJ175","73562_3","F","933000320045635",2018-10-22,2018-11-12,2018-11-27 00:00:00,8,7,"BLACK","LT","D-F4","2",36,21,NA,NA
"384","Jhou","05","72535_2","72526_1","TJ176","73562_4","F","933000320045641",2018-10-22,2018-11-12,2018-11-27 00:00:00,8,7,"BLACK","RB","D-F4","2",36,21,NA,NA
"385","Jhou","05","73306_1","72301_1","TJ177","73565_1","M","933000320045642",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,13,"BROWN","LT","D-F5","1",36,21,NA,NA
"386","Jhou","05","73312_1","73309_1","TJ178","73557_1","M","933000320045646",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,14,"ALBINO","RM","D-F5","1",36,21,NA,NA
"387","Jhou","05","72625_2","72656_1","TJ179","73564_1","F","933000320045627",2018-10-22,2018-11-12,2018-11-27 00:00:00,9,4,"BROWN HOOD","LT","D-F6","2",36,21,NA,NA
"388","Jhou","05","72625_2","72656_1","TJ180","73564_2","F","933000320046404",2018-10-22,2018-11-12,2018-11-27 00:00:00,9,4,"BROWN HOOD","RM","D-F6","2",36,21,NA,NA
"389","Jhou","05","73306_1","72301_1","TJ181","73565_2","M","933000320046405",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,13,"BROWN","LM","D-F7","1",36,21,NA,NA
"390","Jhou","05","73312_1","73309_1","TJ182","73557_2","M","933000320046410",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,14,"BROWN HOOD","RT","D-F7","1",36,21,NA,NA
"391","Jhou","05","73306_1","72301_1","TJ183","73565_3","F","933000320046414",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,13,"BROWN","LT","D-F8","2",36,21,NA,NA
"392","Jhou","05","73312_1","73309_1","TJ184","73557_3","F","933000320046421",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,14,"ALBINO","RM","D-F8","2",36,21,NA,NA
"393","Jhou","05","73327_1","73325_1","TJ185","73558_1","M","933000320046411",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,7,"BLACK HOOD","LT","D-G1","1",36,21,NA,NA
"394","Jhou","05","73358_2","73354_2","TJ186","73559_1","M","933000320046403",2018-10-22,2018-11-12,2018-11-27 00:00:00,2,9,"ALBINO","RT","D-G1","1",36,21,NA,NA
"395","Jhou","05","73327_1","73325_1","TJ187","73558_2","F","933000320046402",2018-10-22,2018-11-12,2018-11-27 00:00:00,3,7,"BROWN","LM","D-G2","2",36,21,NA,NA
"396","Jhou","05","73358_2","73354_2","TJ188","73559_2","F","933000320046419",2018-10-22,2018-11-12,2018-11-27 00:00:00,2,9,"BROWN HOOD","RB","D-G2","2",36,21,NA,NA
"397","Jhou","05","72777_2","72808_1","TJ189","73568_1","M","933000320046418",2018-10-23,2018-11-13,2018-11-27 00:00:00,5,5,"BLACK HOOD","LM","D-G3","3",35,21,NA,NA
"398","Jhou","05","72787_2","72776_3","TJ190","73569_1","M","933000320046406",2018-10-23,2018-11-13,2018-11-27 00:00:00,4,11,"BROWN","RB","D-G3","3",35,21,NA,NA
"399","Jhou","05","72777_2","72808_1","TJ191","73568_2","F","933000320046409",2018-10-23,2018-11-13,2018-11-27 00:00:00,5,5,"BLACK","LM","D-G4","4",35,21,NA,NA
"400","Jhou","05","72787_2","72776_3","TJ192","73569_2","F","933000320046412",2018-10-23,2018-11-13,2018-11-27 00:00:00,4,11,"BROWN","RT","D-G4","4",35,21,NA,NA
"401","Jhou","05","73360_1","73358_1","TJ193","73570_1","M","933000320046413",2018-10-23,2018-11-13,2018-11-27 00:00:00,3,14,"ALBINO","LT","D-G5","3",35,21,NA,NA
"402","Jhou","05","73572_2","72772_3","TJ194","73572_1","M","933000320046401",2018-10-24,2018-11-14,2018-11-27 00:00:00,5,11,"BLACK HOOD","RM","D-G5","3",34,21,NA,NA
"403","Jhou","05","73360_1","73358_1","TJ195","73570_2","F","933000320046408",2018-10-23,2018-11-13,2018-11-27 00:00:00,3,14,"ALBINO","LT","D-G6","4",35,21,NA,NA
"404","Jhou","05","73572_2","72772_3","TJ196","73572_2","F","933000320045979",2018-10-24,2018-11-14,2018-11-27 00:00:00,5,11,"BROWN","RM","D-G6","4",34,21,NA,NA
"405","Jhou","05","73319_1","73317_1","TJ197","73571_1","M","933000320046415",2018-10-24,2018-11-14,2018-11-27 00:00:00,3,10,"BLACK","LM","D-G7","3",34,21,NA,NA
"406","Jhou","05","73319_1","73317_1","TJ198","73571_2","M","933000320046416",2018-10-24,2018-11-14,2018-11-27 00:00:00,3,10,"BLACK HOOD","LB","D-G7","3",34,21,NA,NA
"407","Jhou","05","73319_1","73317_1","TJ199","73571_3","F","933000320046422",2018-10-24,2018-11-14,2018-11-27 00:00:00,3,10,"BLACK","LB","D-G8","4",34,21,NA,NA
"408","Jhou","05","73319_1","73317_1","TJ200","73571_4","F","933000320046423",2018-10-24,2018-11-14,2018-11-27 00:00:00,3,10,"BLACK HOOD","RT","D-G8","4",34,21,NA,NA
"409","Jhou","05","72809_2","72785_1","TJ201","73574_1","M","933000320046424",2018-10-25,2018-11-15,2018-11-27 00:00:00,4,9,"ALBINO","LM","D-H1","3",33,21,NA,NA
"410","Jhou","05","72809_2","72785_1","TJ202","73574_2","F","933000320046407",2018-10-25,2018-11-15,2018-11-27 00:00:00,4,9,"BLACK HOOD","LT","D-H2","4",33,21,NA,NA
"411","Jhou","05","72778_4","72782_3","TJ203","73630_1","M","933000320045986",2018-10-25,2018-11-15,2018-11-27 00:00:00,5,12,"BLACK HOOD","RB","D-H1","3",33,21,NA,NA
"412","Jhou","05","72778_4","72782_3","TJ204","73630_2","F","933000320045977",2018-10-25,2018-11-15,2018-11-27 00:00:00,5,12,"BLACK HOOD","RM","D-H2","4",33,21,NA,NA
"413","Jhou","05","72623_2","72632_1","TJ205","73576_1","M","933000320045987",2018-10-26,2018-11-16,2018-11-27 00:00:00,9,10,"BLACK HOOD","LC","D-H3","3",32,21,NA,NA
"414","Jhou","05","72791_2","72780_1","TJ206","73575_1","M","933000320045982",2018-10-26,2018-11-16,2018-11-27 00:00:00,5,12,"BLACK","RT","D-H3","3",32,21,NA,NA
"415","Jhou","05","72623_2","72632_1","TJ207","73576_2","F","933000320045981",2018-10-26,2018-11-16,2018-11-27 00:00:00,9,10,"BLACK HOOD","LM","D-H4","4",32,21,NA,NA
"416","Jhou","05","72623_2","72632_1","TJ208","73576_3","F","933000320045996",2018-10-26,2018-11-16,2018-11-27 00:00:00,9,10,"BROWN HOOD","LTRT","D-H4","4",32,21,NA,NA
"417","Jhou","05","72791_2","72780_1","TJ209","73575_2","M","933000320045999",2018-10-26,2018-11-16,2018-11-27 00:00:00,5,12,"BLACK","LB","D-H5","5",32,21,NA,NA
"418","Jhou","05","72791_2","72780_1","TJ210","73575_3","F","933000320045989",2018-10-26,2018-11-16,2018-11-27 00:00:00,5,12,"BLACK HOOD","LB","D-H6","6",32,21,NA,NA
"419","Jhou","05","72808_2","72773_3","TJ211","73580_1","M","933000320045991",2018-10-27,2018-11-19,2018-11-27 00:00:00,4,8,"BROWN","RT","D-H5","5",31,23,NA,NA
"420","Jhou","05","72808_2","72773_3","TJ212","73580_2","F","933000320045983",2018-10-27,2018-11-19,2018-11-27 00:00:00,4,8,"BROWN HOOD","RC","D-H6","6",31,23,NA,NA
"421","Jhou","05","73352_2","73312_3","TJ213","73586_1","M","933000320045980",2018-10-27,2018-11-19,2018-11-27 00:00:00,3,12,"BLACK HOOD","RT","D-H7","5",31,23,NA,NA
"422","Jhou","05","72807_2","72935_1","TJ214","73582_1","M","933000320046000",2018-10-28,2018-11-19,2018-11-27 00:00:00,4,11,"BROWN HOOD","LB","D-H7","5",30,22,NA,NA
"423","Jhou","05","73352_2","73312_3","TJ215","73586_2","F","933000320045984",2018-10-27,2018-11-19,2018-11-27 00:00:00,3,12,"BROWN","LB","D-H8","6",31,23,NA,NA
"424","Jhou","05","72807_2","72935_1","TJ216","73582_2","F","933000320045976",2018-10-28,2018-11-19,2018-11-27 00:00:00,4,11,"BROWN HOOD","LTRM","D-H8","6",30,22,NA,NA
"425","Jhou","06","72936_2","72803_1","TJ217","73712_1","M","933000320046738",2018-12-09,2018-12-31,2019-01-15 00:00:00,7,10,"BLACK HOOD","LT","D-H1","1",37,22,NA,NA
"426","Jhou","06","72936_2","72803_1","TJ218","73712_2","M","933000320046732",2018-12-09,2018-12-31,2019-01-15 00:00:00,7,10,"BROWN HOOD","RM","D-H1","1",37,22,NA,NA
"427","Jhou","06","72936_2","72803_1","TJ219","73712_3","F","933000320046728",2018-12-09,2018-12-31,2019-01-15 00:00:00,7,10,"BLACK HOOD","LT","D-J1","5",37,22,NA,NA
"428","Jhou","06","72936_2","72803_1","TJ220","73712_4","F","933000320046749",2018-12-09,2018-12-31,2019-01-15 00:00:00,7,10,"BROWN HOOD","RM","D-J1","5",37,22,NA,NA
"429","Jhou","06","73572_2","72772_3","TJ221","73715_1","M","933000320046733",2018-12-10,2018-12-31,2019-01-15 00:00:00,7,8,"BROWN","LT","D-H2","1",36,21,NA,NA
"430","Jhou","06","72777_2","72808_1","TJ222","73711_1","M","933000320046740",2018-12-10,2018-12-31,2019-01-15 00:00:00,7,9,"BLACK","RM","D-H2","1",36,21,NA,NA
"431","Jhou","06","73572_2","72772_3","TJ223","73715_2","F","933000320046750",2018-12-10,2018-12-31,2019-01-15 00:00:00,7,8,"BLACK HOOD","LB","D-J2","5",36,21,NA,NA
"432","Jhou","06","72777_2","72808_1","TJ224","73711_2","F","933000320046731",2018-12-10,2018-12-31,2019-01-15 00:00:00,7,9,"BLACK HOOD","RT","D-J2","5",36,21,NA,NA
"433","Jhou","06","72773_4","72905_1","TJ225","73716_1","M","933000320046730",2018-12-10,2018-12-31,2019-01-15 00:00:00,6,12,"ALBINO","LT","D-H3","1",36,21,NA,NA
"434","Jhou","06","72773_4","72905_1","TJ226","73716_2","M","933000320046743",2018-12-10,2018-12-31,2019-01-15 00:00:00,6,12,"BROWN HOOD","RT","D-H3","1",36,21,NA,NA
"435","Jhou","06","72773_4","72905_1","TJ227","73716_3","F","933000320046744",2018-12-10,2018-12-31,2019-01-15 00:00:00,6,12,"ALBINO","LT","D-J3","5",36,21,NA,NA
"436","Jhou","06","72773_4","72905_1","TJ228","73716_4","F","933000320046745",2018-12-10,2018-12-31,2019-01-15 00:00:00,6,12,"BROWN","RB","D-J3","5",36,21,NA,NA
"437","Jhou","06","72795_2","72806_1","TJ229","73717_1","M","933000320046746",2018-12-11,2018-12-31,2019-01-15 00:00:00,6,12,"ALBINO","LM","D-H4","1",35,20,NA,NA
"438","Jhou","06","72795_2","72806_1","TJ230","73717_2","M","933000320046736",2018-12-11,2018-12-31,2019-01-15 00:00:00,6,12,"BROWN","RM","D-H4","1",35,20,NA,NA
"439","Jhou","06","72795_2","72806_1","TJ231","73717_3","F","933000320046742",2018-12-11,2018-12-31,2019-01-15 00:00:00,6,12,"ALBINO","LM","D-J4","6",35,20,NA,NA
"440","Jhou","06","72795_2","72806_1","TJ232","73717_4","F","933000320046727",2018-12-11,2018-12-31,2019-01-15 00:00:00,6,12,"BROWN","RT","D-J4","6",35,20,NA,NA
"441","Jhou","06","72794_2","72790_1","TJ233","73730_1","M","933000320046726",2018-12-12,2019-01-03,2019-01-15 00:00:00,6,10,"ALBINO","LB","D-H5","1",34,22,NA,NA
"442","Jhou","06","72794_2","72790_1","TJ234","73730_2","M","933000320046741",2018-12-12,2019-01-03,2019-01-15 00:00:00,6,10,"BROWN HOOD","RC","D-H5","1",34,22,NA,NA
"443","Jhou","06","72794_2","72790_1","TJ235","73730_3","F","933000320046631",2018-12-12,2019-01-03,2019-01-15 00:00:00,6,10,"BLACK HOOD","LM","D-J5","6",34,22,NA,NA
"444","Jhou","06","72794_2","72790_1","TJ236","73730_4","F","933000320046748",2018-12-12,2019-01-03,2019-01-15 00:00:00,6,10,"BROWN HOOD","RT","D-J5","6",34,22,NA,NA
"445","Jhou","06","72292_1","73311_2","TJ237","73729_1","M","933000320046635",2018-12-12,2019-01-03,2019-01-15 00:00:00,5,12,"BLACK HOOD","LM","D-H6","2",34,22,NA,NA
"446","Jhou","06","72292_1","73311_2","TJ238","73729_2","M","933000320046643",2018-12-12,2019-01-03,2019-01-15 00:00:00,5,12,"BROWN HOOD","RB","D-H6","2",34,22,NA,NA
"447","Jhou","06","72292_1","73311_2","TJ239","73729_3","F","933000320046626",2018-12-12,2019-01-03,2019-01-15 00:00:00,5,12,"BLACK HOOD","LC","D-J6","6",34,22,NA,NA
"448","Jhou","06","72292_1","73311_2","TJ240","73729_4","F","933000320046628",2018-12-12,2019-01-03,2019-01-15 00:00:00,5,12,"BROWN HOOD","RB","D-J6","6",34,22,NA,NA
"449","Jhou","06","73182_2","73155_1","TJ241","73725_3","M","933000320046640",2018-12-12,2019-01-03,2019-01-15 00:00:00,1,12,"BROWN","LM","D-H7","2",34,22,NA,NA
"450","Jhou","06","73379_1","73438_2","TJ242","73726_3","M","933000320046629",2018-12-12,2019-01-03,2019-01-15 00:00:00,1,8,"ALBINO","RT","D-H7","2",34,22,NA,NA
"451","Jhou","06","73182_2","73155_1","TJ243","73725_4","F","933000320046645",2018-12-12,2019-01-03,2019-01-15 00:00:00,1,12,"BROWN HOOD","LT","D-J7","6",34,22,NA,NA
"452","Jhou","06","73379_1","73438_2","TJ244","73726_4","F","933000320046639",2018-12-12,2019-01-03,2019-01-15 00:00:00,1,8,"ALBINO","RT","D-J7","6",34,22,NA,NA
"453","Jhou","06","72808_2","72773_3","TJ245","73738_1","M","933000320046646",2018-12-14,2019-01-04,2019-01-15 00:00:00,1,8,"BROWN HOOD","LB","D-H8","2",32,21,NA,NA
"454","Jhou","06","72808_2","72773_3","TJ246","73738_2","F","933000320046630",2018-12-14,2019-01-04,2019-01-15 00:00:00,1,8,"BROWN HOOD","LT","D-J8","6",32,21,NA,NA
"455","Jhou","06","72793_4","72779_1","TJ247","73739_3","F","933000320046650",2018-12-14,2019-01-04,2019-01-15 00:00:00,1,6,"BROWN","RM","D-J8","6",32,21,NA,NA
"456","Jhou","06","72793_4","72779_1","TJ248","73739_1","M","933000320046632",2018-12-14,2019-01-04,2019-01-15 00:00:00,1,6,"ALBINO","RM","D-I1","2",32,21,NA,NA
"457","Jhou","06","72793_4","72779_1","TJ249","73739_2","M","933000320046636",2018-12-14,2019-01-04,2019-01-15 00:00:00,1,6,"ALBINO","LTRT","D-I1","2",32,21,NA,NA
"458","Jhou","06","73267_2","73152_1","TJ250","73734_1","F","933000320046634",2018-12-14,2019-01-04,2019-01-15 00:00:00,1,6,"BROWN","LT","D-I8","5",32,21,NA,NA
"459","Jhou","06","73358_2","73354_2","TJ251","73751_2","F","933000320046642",2018-12-15,2019-01-07,2019-01-15 00:00:00,4,9,"ALBINO","RM","D-I8","5",31,23,NA,NA
"460","Jhou","06","73358_2","73354_2","TJ252","73751_1","M","933000320046647",2018-12-15,2019-01-07,2019-01-15 00:00:00,4,9,"ALBINO","RM","D-H8","2",31,23,NA,NA
"461","Jhou","06","72779_2","72792_1","TJ253","73755_1","M","933000320046633",2018-12-16,2019-01-07,2019-01-15 00:00:00,7,10,"ALBINO","RB","D-I2","2",30,22,NA,NA
"462","Jhou","06","72779_2","72792_1","TJ254","73755_2","M","933000320046641",2018-12-16,2019-01-07,2019-01-15 00:00:00,7,10,"BROWN","LC","D-I2","2",30,22,NA,NA
"463","Jhou","06","72779_2","72792_1","TJ255","73755_3","F","933000320046644",2018-12-16,2019-01-07,2019-01-15 00:00:00,7,10,"BLACK HOOD","RM","D-I7","5",30,22,NA,NA
"464","Jhou","06","72779_2","72792_1","TJ256","73755_4","F","933000320046649",2018-12-16,2019-01-07,2019-01-15 00:00:00,7,10,"BROWN HOOD","LB","D-I7","5",30,22,NA,NA
"465","Jhou","06","73309_2","73347_2","TJ257","73750_1","M","933000320046164",2018-12-16,2019-01-07,2019-01-15 00:00:00,5,12,"BLACK HOOD","LB","D-I3","3",30,22,NA,NA
"466","Jhou","06","73309_2","73347_2","TJ258","73750_2","M","933000320046163",2018-12-16,2019-01-07,2019-01-15 00:00:00,5,12,"BLACK HOOD","LTRT","D-I3","3",30,22,NA,NA
"467","Jhou","06","73309_2","73347_2","TJ259","73750_3","F","933000320046638",2018-12-16,2019-01-07,2019-01-15 00:00:00,5,12,"ALBINO","LC","D-I6","4",30,22,NA,NA
"468","Jhou","06","73309_2","73347_2","TJ260","73750_4","F","933000320046637",2018-12-16,2019-01-07,2019-01-15 00:00:00,5,12,"BLACK HOOD","RB","D-I6","4",30,22,NA,NA
"469","Jhou","06","72797_2","72795_1","TJ261","73754_1","M","933000320046162",2018-12-17,2019-01-07,2019-01-15 00:00:00,6,12,"ALBINO","RC","D-I4","3",29,21,NA,NA
"470","Jhou","06","72797_2","72795_1","TJ262","73754_2","M","933000320046160",2018-12-17,2019-01-07,2019-01-15 00:00:00,6,12,"BROWN","LB","D-I4","3",29,21,NA,NA
"471","Jhou","06","72797_2","72795_1","TJ263","73754_3","F","933000320046155",2018-12-17,2019-01-07,2019-01-15 00:00:00,6,12,"ALBINO","RB","D-I5","4",29,21,NA,NA
"472","Jhou","06","72797_2","72795_1","TJ264","73754_4","F","933000320046157",2018-12-17,2019-01-07,2019-01-15 00:00:00,6,12,"BROWN","LM","D-I5","4",29,21,NA,NA
"473","Jhou","07","72790_2","72805_1","TJ265","73880_1","M","933000320046039",2019-01-21,2019-02-11,2019-02-26 00:00:00,9,10,"ALBINO","LT","D-H1","1",36,21,NA,NA
"474","Jhou","07","72790_2","72805_1","TJ266","73880_2","M","933000320046043",2019-01-21,2019-02-11,2019-02-26 00:00:00,9,10,"BLACK HOOD","RM","D-H1","1",36,21,NA,NA
"475","Jhou","07","72790_2","72805_1","TJ267","73880_3","F","933000320046031",2019-01-21,2019-02-11,2019-02-26 00:00:00,9,10,"ALBINO","RT","D-I5","4",36,21,NA,NA
"476","Jhou","07","72790_2","72805_1","TJ268","73880_4","F","933000320046487",2019-01-21,2019-02-11,2019-02-26 00:00:00,9,10,"BROWN HOOD","LM","D-I5","4",36,21,NA,NA
"477","Jhou","07","73020_2","72789_1","TJ269","73895_2","M","933000320045825",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"ALBINO","LM","D-H2","1",35,20,NA,NA
"478","Jhou","07","73020_2","72789_1","TJ270","73895_3","M","933000320045810",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"BROWN HOOD","RT","D-H2","1",35,20,NA,NA
"479","Jhou","07","73020_2","72789_1","TJ271","73895_4","F","933000320045814",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"ALBINO","LT","D-I6","4",35,20,NA,NA
"480","Jhou","07","73020_2","72789_1","TJ272","73895_5","F","933000320045807",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"BROWN","RM","D-I6","4",35,20,NA,NA
"481","Jhou","07","72802_2","72784_1","TJ273","73896_2","M","933000320045801",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"BROWN HOOD","LT","D-H3","1",35,20,NA,NA
"482","Jhou","07","72802_2","72784_1","TJ274","73896_3","M","933000320045816",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"BROWN HOOD","LBRB","D-H3","1",35,20,NA,NA
"483","Jhou","07","72802_2","72784_1","TJ275","73896_4","F","933000320045806",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"BROWN HOOD","LT","D-I7","4",35,20,NA,NA
"484","Jhou","07","72802_2","72784_1","TJ276","73896_5","F","933000320045813",2019-01-22,2019-02-11,2019-02-26 00:00:00,8,11,"BROWN HOOD","LBRM","D-I7","4",35,20,NA,NA
"485","Jhou","07","73325_2","73342_2","TJ277","73892_2","M","933000320045823",2019-01-22,2019-02-11,2019-02-26 00:00:00,6,9,"BLACK HOOD","LT","D-H4","1",35,20,NA,NA
"486","Jhou","07","73325_2","73342_2","TJ278","73892_3","M","933000320045819",2019-01-22,2019-02-11,2019-02-26 00:00:00,6,9,"BROWN HOOD","RM","D-H4","1",35,20,NA,NA
"487","Jhou","07","73325_2","73342_2","TJ279","73892_4","F","933000320045817",2019-01-22,2019-02-11,2019-02-26 00:00:00,6,9,"BLACK","LT","D-I8","4",35,20,NA,NA
"488","Jhou","07","73325_2","73342_2","TJ280","73892_5","F","933000320045808",2019-01-22,2019-02-11,2019-02-26 00:00:00,6,9,"BLACK HOOD","RM","D-I8","4",35,20,NA,NA
"489","Jhou","07","72807_2","72935_1","TJ281","73901_1","M","933000320046557",2019-01-23,2019-02-13,2019-02-26 00:00:00,7,13,"BROWN","LT","D-H5","1",34,21,NA,NA
"490","Jhou","07","72807_2","72935_1","TJ282","73901_2","F","933000320046562",2019-01-23,2019-02-13,2019-02-26 00:00:00,7,13,"BROWN HOOD","LB","D-J1","4",34,21,NA,NA
"491","Jhou","07","73340_2","73337_2","TJ283","73903_2","M","933000320046554",2019-01-23,2019-02-13,2019-02-26 00:00:00,6,9,"ALBINO","RM","D-H5","1",34,21,NA,NA
"492","Jhou","07","73340_2","73337_2","TJ284","73903_3","F","933000320046556",2019-01-23,2019-02-13,2019-02-26 00:00:00,6,9,"BLACK HOOD","RT","D-J1","4",34,21,NA,NA
"493","Jhou","07","72792_2","72778_3","TJ285","73902_1","M","933000320046567",2019-01-24,2019-02-14,2019-02-26 00:00:00,8,4,"BLACK HOOD","LM","D-H6","2",33,21,NA,NA
"494","Jhou","07","72792_2","72778_3","TJ286","73902_2","F","933000320046751",2019-01-24,2019-02-14,2019-02-26 00:00:00,8,4,"ALBINO","LM","D-J2","5",33,21,NA,NA
"495","Jhou","07","72789_2","72799_1","TJ287","73911_1","M","933000320046308",2019-01-26,2019-02-18,2019-02-26 00:00:00,8,12,"ALBINO","LB","D-H7","2",31,23,NA,NA
"496","Jhou","07","72789_2","72799_1","TJ288","73911_2","M","933000320046325",2019-01-26,2019-02-18,2019-02-26 00:00:00,8,12,"BROWN","RT","D-H7","2",31,23,NA,NA
"497","Jhou","07","72789_2","72799_1","TJ289","73911_3","F","933000320046309",2019-01-26,2019-02-18,2019-02-26 00:00:00,8,12,"BROWN","LT","D-J3","5",31,23,NA,NA
"498","Jhou","07","72789_2","72799_1","TJ290","73911_4","F","933000320046321",2019-01-26,2019-02-18,2019-02-26 00:00:00,8,12,"BROWN","LMRM","D-J3","5",31,23,NA,NA
"499","Jhou","07","72871_1","72952_1","TJ291","73915_1","M","933000320046314",2019-01-27,2019-02-18,2019-02-26 00:00:00,8,13,"BLACK HOOD","LTRT","D-H6","2",30,22,NA,NA
"500","Jhou","07","72871_1","72952_1","TJ292","73915_3","F","933000320046320",2019-01-27,2019-02-18,2019-02-26 00:00:00,8,13,"BLACK HOOD","RB","D-J2","5",30,22,NA,NA
"501","Jhou","07","72871_1","72952_1","TJ293","73915_2","M","933000320046317",2019-01-27,2019-02-18,2019-02-26 00:00:00,8,13,"BLACK HOOD","LB","D-H8","2",30,22,NA,NA
"502","Jhou","07","72803_2","72936_1","TJ294","73922_1","M","933000320046316",2019-01-27,2019-02-18,2019-02-26 00:00:00,8,8,"BROWN HOOD","RC","D-H8","2",30,22,NA,NA
"503","Jhou","07","72871_1","72952_1","TJ295","73915_4","F","933000320046311",2019-01-27,2019-02-18,2019-02-26 00:00:00,8,13,"BLACK HOOD","LT","D-J4","5",30,22,NA,NA
